A,-0.30339384,0.4865601,0,-0.27319494,0.4077872,0,-0.2547326,0.32552117,0,-0.23703408,0.24303544,0,-0.21851645,0.16073042,0,-0.20005494,0.078412116,0,-0.18254702,-0.0041124225,0,-0.16555315,-0.086746186,0,-0.14994366,-0.1696463,0,-0.13591112,-0.2528313,0,-0.11813256,-0.33518603,0,-0.087633595,-0.41320562,0,-0.04222414,-0.48396695,0,0.019047588,-0.5134399,0,0.05638179,-0.44245923,0,0.08010599,-0.36154044,0,0.10008037,-0.27959144,0,0.12179813,-0.19809842,0,0.14829016,-0.11805323,0,0.17776611,-0.039010465,0,0.20881027,0.039426506,0,0.24195796,0.116992,0,0.27649546,0.19396144,0,0.31069142,0.27108258,0,-0.106177256,0.22311223,1,-0.021952152,0.22789145,1,0.06234926,0.23084414,1,0.14671242,0.23084414,1,0.23107564,0.23084414,1,0.31543857,0.23084414,1
A,-0.33399677,0.50538266,0,-0.29873246,0.4305023,0,-0.27267885,0.35197592,0,-0.25316557,0.271569,0,-0.23474956,0.19087541,0,-0.21493861,0.11051649,0,-0.19317321,0.030666769,0,-0.17319468,-0.049637645,0,-0.15768851,-0.13089797,0,-0.14423175,-0.2125653,0,-0.12684198,-0.29339445,0,-0.104151174,-0.37296966,0,-0.07857534,-0.4516783,0,-0.031503648,-0.49461734,0,0.030011624,-0.44364673,0,0.07657173,-0.37558812,0,0.11189839,-0.30097118,0,0.14313784,-0.22432527,0,0.1749034,-0.14789858,0,0.20878315,-0.07239866,0,0.24487662,0.0020793974,0,0.28055996,0.076740384,0,0.3116097,0.1533649,0,0.3382691,0.23171973,0,0.36681515,0.30939054,0,-0.09947166,0.18226057,1,-0.01670307,0.18226057,1,0.06606552,0.18224186,1,0.14882714,0.18183082,1,0.23146641,0.1772117,1
A,-0.41868064,0.46391308,0,-0.36548698,0.38904804,0,-0.3122935,0.314183,0,-0.2645835,0.23573214,0,-0.22796193,0.15161991,0,-0.19494408,0.0659278,0,-0.16263756,-0.02004081,0,-0.13115975,-0.106315285,0,-0.10026312,-0.19280043,0,-0.070512265,-0.27968377,0,-0.042247742,-0.36706126,0,-0.012877464,-0.45406625,0,0.027389646,-0.5360869,0,0.053059697,-0.5112616,0,0.07174611,-0.4215502,0,0.095865995,-0.3329359,0,0.118566304,-0.2439636,0,0.13888916,-0.15440518,0,0.15828028,-0.064637125,0,0.17859343,0.024915934,0,0.20195135,0.113714755,0,0.22830692,0.20168698,0,0.2567865,0.28898096,0,-0.1634798,0.23094869,1,-0.07174927,0.22663593,1,0.019792885,0.21941024,1,0.11097893,0.20850247,1,0.20193908,0.19583517,1,0.2930402,0.18423629,1,0.38369164,0.16951746,1
A,-0.4327003,0.4561636,0,-0.38524622,0.3882802,0,-0.3428765,0.31713307,0,-0.30292624,0.24458593,0,-0.26587486,0.17052597,0,-0.23074189,0.09552598,0,-0.1977198,0.019580245,0,-0.16774687,-0.057605118,0,-0.14093977,-0.13595554,0,-0.116853684,-0.21518874,0,-0.09497139,-0.29506695,0,-0.07352096,-0.37505686,0,0.030503511,-0.5438364,1,0.062138617,-0.46730173,1,0.097111076,-0.3922236,1,0.12966767,-0.31606513,1,0.15807167,-0.23826778,1,0.18958744,-0.1616832,1,0.22272941,-0.08578029,1,0.25816527,-0.0109298825,1,0.29182926,0.06472045,1,0.32238552,0.14168549,1,0.35549322,0.21749753,1,0.3953829,0.2899716,1,-0.16700605,0.15633798,2,-0.08422318,0.15415287,2,-0.0015266538,0.14953959,2,0.08116934,0.14522016,2,0.16398278,0.14452678,2,0.24665621,0.13951433,2
A,-0.43249744,0.4962095,0,-0.3857902,0.42055988,0,-0.3528342,0.33806467,0,-0.31879044,0.25593668,0,-0.28393996,0.17414546,0,-0.24893075,0.09242159,0,-0.21075098,0.012156248,0,-0.17058507,-0.067157716,0,-0.12980422,-0.1461598,0,-0.08906865,-0.2251853,0,-0.052018613,-0.30592114,0,-0.017673671,-0.38792515,0,0.02151823,-0.46752712,0,0.08163124,-0.5037905,0,0.12969816,-0.43526727,0,0.15742636,-0.3510156,0,0.17970496,-0.26495624,0,0.20149934,-0.17876273,0,0.22377938,-0.09269297,0,0.24622136,-0.006665081,0,0.26867145,0.079360664,0,0.29151386,0.16528183,0,0.31572533,0.250821,0,0.34255958,0.3355618,0,-0.18323596,0.14355588,1,-0.09434894,0.14323425,1,-0.0055276155,0.1393348,1,0.083287716,0.1353904,1,0.17195964,0.12893122,1,0.2606005,0.122059226,1
A,-0.5013586,0.48913777,0,-0.45043677,0.4243281,0,-0.40242058,0.35734504,0,-0.35586834,0.2893315,0,-0.31368387,0.21857196,0,-0.27376384,0.14646721,0,-0.23558438,0.07343012,0,-0.19915324,-4.963875E-4,0,-0.16362247,-0.074866325,0,-0.12791306,-0.14914969,0,-0.09166816,-0.22317412,0,-0.055033386,-0.29700577,0,-0.017090052,-0.3701498,0,0.1056627,-0.51086223,1,0.13422662,-0.43354848,1,0.16345781,-0.3564844,1,0.19216305,-0.2792229,1,0.21613163,-0.20038342,1,0.23880947,-0.1211437,1,0.26127487,-0.04184273,1,0.2889763,0.035683632,1,0.3250299,0.10961735,1,0.3673861,0.18027258,1,0.41178423,0.24971396,1,-0.1252186,0.08771461,2,-0.0431723,0.08025885,2,0.039186478,0.07742065,2,0.12160808,0.07747185,2,0.2040168,0.078178644,2,0.28627372,0.08338761,2
A,-0.51754564,0.3206119,0,-0.47485694,0.25433218,0,-0.42753965,0.19128418,0,-0.37653878,0.13118023,0,-0.32584828,0.0708006,0,-0.27650183,0.009321004,0,-0.23236692,-0.05593282,0,-0.19159502,-0.1233941,0,-0.14817363,-0.1891509,0,-0.10112232,-0.2523772,0,-0.052808166,-0.3146751,0,0.006160438,-0.3654608,0,0.049541056,-0.33254653,0,0.08441585,-0.2618932,0,0.1225611,-0.1929117,0,0.16362673,-0.12564628,0,0.20975935,-0.06185612,0,0.26476508,-0.0059945583,0,0.3237201,0.0461829,0,0.37800717,0.103296965,0,0.43049973,0.16211182,0,0.48245436,0.22135067,0,-0.19965082,0.10084441,1,-0.12081358,0.10084441,1,-0.041977078,0.100687265,1,0.03684354,0.09944561,1,0.11558974,0.09567773,1,0.19429415,0.09128931,1,0.27313143,0.09128931,1,0.3519687,0.09128931,1
A,-0.5331639,0.428657,0,-0.48843732,0.3487053,0,-0.45108223,0.26508802,0,-0.41012073,0.18316686,0,-0.37124872,0.10022801,0,-0.32977277,0.018580496,0,-0.28389406,-0.06067264,0,-0.23549044,-0.13844886,0,-0.18578139,-0.21539712,0,-0.13404432,-0.2909774,0,-0.081061125,-0.3657049,0,-0.03205383,-0.44293308,0,0.06901139,-0.48568195,1,0.095436215,-0.3980019,1,0.12893426,-0.31273693,1,0.16579312,-0.22886705,1,0.19747734,-0.14291608,1,0.24311316,-0.06368071,1,0.29230767,0.013595939,1,0.33638304,0.09381896,1,0.3812806,0.17364317,1,0.4253037,0.25395566,1,0.4668361,0.33560598,1,-0.1690372,0.15372717,2,-0.077588975,0.14887857,2,0.013641477,0.14053446,2,0.10484749,0.13193256,2,0.19611782,0.124038815,2,0.287341,0.115931034,2,0.37895292,0.115931034,2
A,-0.53410053,0.4303691,0,-0.47730455,0.36622044,0,-0.42873254,0.29568353,0,-0.38544667,0.22176936,0,-0.34602487,0.14571616,0,-0.3061912,0.06986275,0,-0.259759,-0.00200513,0,-0.20856377,-0.07067484,0,-0.15714487,-0.13920313,0,-0.104643315,-0.20688824,0,-0.049298555,-0.27226096,0,0.004354298,-0.33891892,0,0.053106427,-0.4093513,0,0.10509962,-0.4325067,0,0.13884968,-0.35545743,0,0.16361952,-0.2734453,0,0.1903401,-0.19206116,0,0.225532,-0.11417675,0,0.2697153,-0.040918797,0,0.3196724,0.0286344,0,0.37208784,0.09640774,0,0.42229444,0.16573432,0,0.46589947,0.23934445,0,-0.1814287,0.121801704,1,-0.095972806,0.11615458,1,-0.010304689,0.11496422,1,0.07537329,0.11482647,1,0.16098976,0.1130248,1,0.24615145,0.10386273,1,0.33182925,0.10349491,1
B,-0.10993852,0.4328692,0,-0.11172992,0.3408938,0,-0.11475928,0.24895114,0,-0.1221828,0.15726501,0,-0.12784101,0.06544864,0,-0.13109145,-0.026483119,0,-0.13537014,-0.118374646,0,-0.14206603,-0.21011767,0,-0.1500724,-0.30176044,0,-0.15399534,-0.39363706,0,-0.13515076,-0.4827044,0,-0.06312351,-0.5223815,0,0.028014958,-0.5213028,0,0.10920665,-0.48272157,0,0.14094278,-0.40300965,0,0.1424737,-0.31134248,0,0.13605073,-0.21960175,0,0.120648414,-0.12904975,0,0.085370466,-0.045003444,0,0.012854204,7.7074766E-4,0,-0.03936758,0.03363979,0,0.045534432,0.06853664,0,0.120824456,0.11976534,0,0.17426643,0.19452196,0,0.2113297,0.27660275,0,0.19407582,0.36586285,0,0.13630831,0.43621463,0,0.051420167,0.4709096,0,-0.04032,0.47761852,0,-0.13231276,0.47761852,0
